Market,Suscriber,Format,oct,nov,dec
DAYTONA BEACH,WHOG-FM,Classic Rock,4.5,5.7,5.5
DAYTONA BEACH,WLOV-FM,Classic Hits,4.9,5.2,5.3
DAYTONA BEACH,WVYB-FM,Pop Contemporary Hit Radio,1.5,2.7,2.7
DAYTONA BEACH,WNDB-AM,News Talk Information,1.5,2.1,2.4
DAYTONA BEACH,WKRO-FM,Country,2.2,2.3,2.1
DAYTONA BEACH,WHOG-FM HD2,Urban Contemporary,2.5,0.7,0.3
DAYTONA BEACH,WPOZ-FM HD3,Gospel,0.2,*,0.2
DAYTONA BEACH,WPOZ-FM HD2,Rhythmic Contemporary Hit Radio,0.2,0.2,*
DENVER-BOULDER,KOSI-FM,Adult Contemporary,6.6,7.1,9.3
DENVER-BOULDER,KXKL-FM,Classic Hits,6.1,6.2,6.5
DENVER-BOULDER,KALC-FM,Modern Adult Contemporary,6.2,5.8,5.7
DENVER-BOULDER,KYGO-FM,Country,7.4,7.1,5.5
DENVER-BOULDER,KCFR-FM,News Talk Information,4.0,4.1,5.1
DENVER-BOULDER,KBCO-FM,Album Adult Alternative,4.5,4.3,4.6
DENVER-BOULDER,KQMT-FM,Classic Rock,4.8,5.1,4.6
DENVER-BOULDER,KTCL-FM,Alternative,4.5,5.0,4.5
DENVER-BOULDER,KDHT-FM,Pop Contemporary Hit Radio,3.5,3.1,3.8
DENVER-BOULDER,KOA-AM,News Talk Information,4.4,3.4,3.8
DENVER-BOULDER,KRFX-FM,Classic Rock,4.7,4.4,3.8
DENVER-BOULDER,KLDV-FM,Contemporary Christian,2.8,3.1,3.2
DENVER-BOULDER,KQKS-FM,Rhythmic Contemporary Hit Radio,2.5,3.0,3.0
DENVER-BOULDER,KKFN-FM,All Sports,2.8,3.0,2.8
DENVER-BOULDER,KWBL-FM,Country,2.4,2.7,2.8
DENVER-BOULDER,KXPK-FM,Mexican Regional,3.6,3.3,2.8
DENVER-BOULDER,KIMN-FM,Hot Adult Contemporary,3.1,2.8,2.6
DENVER-BOULDER,KJMN-FM,Spanish Adult Hits,2.2,2.5,2.5
DENVER-BOULDER,KKSE-FM,All Sports,1.9,2.2,2.4
DENVER-BOULDER,KDFD-AM,News Talk Information,1.9,1.9,1.6
DENVER-BOULDER,KUVO-FM,Jazz,1.0,1.6,1.5
DENVER-BOULDER,KVOD-FM,Classical,1.7,1.3,1.5
DENVER-BOULDER,KBPI-FM,Active Rock,1.7,1.9,1.2
DENVER-BOULDER,KHOW-AM,News Talk Information,1.7,1.5,1.1
DENVER-BOULDER,KJAC-FM,Album Adult Alternative,1.0,1.0,0.8
DENVER-BOULDER,KUNC-FM,News Talk Information,0.7,0.7,0.8
DENVER-BOULDER,KVOQ-FM,Alternative,0.9,1.0,0.8
DENVER-BOULDER,KQKS-FM HD2,Country,0.8,0.7,0.5
DENVER-BOULDER,KQMT-FM Stream,Classic Rock,0.6,0.5,0.5
DENVER-BOULDER,KUVO-FM HD2,Urban Contemporary,0.4,0.4,0.4
DENVER-BOULDER,KXDP-FM,Mexican Regional,0.4,0.3,0.3
DENVER-BOULDER,KEPN-AM,All Sports,*,*,0.1
DENVER-BOULDER,KKSE-AM,All Sports,0.1,0.1,0.1
DENVER-BOULDER,KRKA-FM,Contemporary Christian,*,0.1,0.1
DENVER-BOULDER,KVOQ-FM Stream,Alternative,0.3,0.3,0.1
DENVER-BOULDER,KYGO-FM HD2,Classic Country,0.1,0.2,0.1
DENVER-BOULDER,KAMP-AM,All Sports,0.1,0.1,*
DES MOINES,KHKI-FM,New Country,6.8,6.2,7.6
DES MOINES,KDRB-FM,Variety,5.5,5.6,7.1
DES MOINES,KSTZ-FM,Hot Adult Contemporary,5.6,5.0,5.8
DES MOINES,KKDM-FM,Pop Contemporary Hit Radio,6.0,6.1,5.5
DES MOINES,KNWI-FM,Christian Adult Contemporary,5.8,5.6,5.3
DES MOINES,KAZR-FM,Active Rock,4.0,5.0,5.0
DES MOINES,WHO-AM,News Talk Information,6.0,5.1,5.0
DES MOINES,KJJY-FM,Country,4.5,4.5,4.5
DES MOINES,KGGO-FM,Classic Rock,4.2,4.0,4.2
DES MOINES,KIOA-FM,Classic Hits,4.2,4.3,4.2
DES MOINES,WOI-FM,News Talk Information,4.7,4.2,4.2
DES MOINES,KXNO-AM,All Sports,2.8,3.0,3.1
DES MOINES,KOEZ-FM,Adult Contemporary,3.2,2.6,2.6
DES MOINES,KIOA-F2+,Pop Contemporary Hit Radio,1.5,1.9,1.5
DES MOINES,KAZR-F2+,Oldies,1.5,1.3,1.3
DES MOINES,KWQW-FM,Pop Contemporary Hit Radio,1.5,1.3,1.3
DES MOINES,WOI-AM,News Talk Information,1.2,1.4,1.0
DES MOINES,KRNT-AM,All Sports,0.5,1.0,0.8
DES MOINES,KASI-AM,News Talk Information,0.5,0.5,0.6
DES MOINES,KKSO-FM,Album Adult Alternative,0.5,0.3,0.5
DES MOINES,WOI-F2+,Classical,0.3,0.5,0.5
DES MOINES,KCYZ-FM,Hot Adult Contemporary,0.2,0.3,0.3
DES MOINES,KICP-FM,Classical,0.2,0.2,0.3
DES MOINES,KKDM-F3+,Contemporary Christian,0.2,0.2,0.3
DES MOINES,KSTZ-F2+,Classic Country,0.3,0.3,0.3
DES MOINES,KICG-FM,Classical,0.3,0.2,0.2
DES MOINES,KNSL-FM,News Talk Information,*,0.2,0.2
DES MOINES,KPSZ-AM,Contemporary Christian,*,0.2,0.2
DES MOINES,KXNO-F2+,Country,0.5,0.5,0.2
DES MOINES,KBGG-AM,All Sports,0.3,0.3,*
DES MOINES,KUNI-FM,News Talk Information,0.2,0.2,*
DETROIT,WNIC-FM,Adult Contemporary,7.3,8.8,13.1
DETROIT,WXYT-FM,All Sports,11.4,9.7,8.3
DETROIT,WOMC-FM,Classic Hits,7.0,6.2,7.1
DETROIT,WKQI-FM,Pop Contemporary Hit Radio,6.4,6.6,6.0
DETROIT,WCSX-FM,Classic Rock,5.0,5.9,5.5
DETROIT,WMXD-FM,Urban Adult Contemporary,6.0,5.5,5.5
DETROIT,WYCD-FM,Country,5.4,5.9,5.5
DETROIT,WRIF-FM,Active Rock,5.3,5.3,5.0
DETROIT,WWJ-AM,All News,5.3,4.9,4.5
DETROIT,WDZH-FM,Alternative,3.8,4.0,3.4
DETROIT,WDVD-FM,Hot Adult Contemporary,3.8,3.2,3.3
DETROIT,WMGC-FM,Rhythmic AC,2.8,2.7,3.1
DETROIT,WDMK-FM,Urban Adult Contemporary,2.3,2.5,2.8
DETROIT,WLLZ-FM,Classic Rock,2.9,3.3,2.8
DETROIT,WJLB-FM,Urban Contemporary,2.7,2.6,2.6
DETROIT,WRCJ-FM,Classical,1.7,1.7,2.6
DETROIT,WJR-AM,News Talk Information,2.7,2.4,2.4
DETROIT,WDET-FM,News Talk Information,1.6,1.9,1.8
DETROIT,WUOM-FM,News Talk Information,1.7,2.5,1.8
DETROIT,WXYT-FM Stream,All Sports,2.7,2.1,1.8
DETROIT,WGPR-FM,Urban Contemporary,1.4,1.1,1.1
DETROIT,WFDF-AM,News Talk Information,0.5,0.7,0.8
DETROIT,WDMK-FM HD2,Contemporary Inspirational,0.5,0.4,0.5
DETROIT,WRCJ-FM Stream,Classical,0.6,0.6,0.5
DETROIT,WWJ-AM Stream,All News,0.3,0.4,0.4
DETROIT,WUFL-FM,Contemporary Christian,0.4,0.3,0.3
DETROIT,WDFN-AM,All News,0.1,0.1,0.1
DETROIT,WDVD-FM Stream,Hot Adult Contemporary,0.2,0.1,0.1
DETROIT,WOMC-FM Stream,Classic Hits,0.1,0.2,0.1
DETROIT,WXYT-AM,All Sports,*,0.1,*
DOTHAN AL,WOOF-FM,Adult Contemporary,14.5,13.7,13.5
DOTHAN AL,WZHT-FM,Urban Contemporary,3.2,3.8,4.5
DOTHAN AL,WIZB-FM,Contemporary Christian,3.6,3.3,4.0
DOTHAN AL,WHLW-FM,Gospel,3.2,2.4,2.2
DOTHAN AL,WOOF-AM,All Sports,0.9,1.4,1.3
DOTHAN AL,WRWA-FM,News Talk Information,1.4,1.9,1.3
DOTHAN AL,WZTZ-FM,All Sports,0.5,*,0.4
DOTHAN AL,WTSU-FM,Classical,0.5,0.5,*
DULUTH-SUPERIOR,KQDS-FM,Classic Rock,15.6,14.0,15.2
DULUTH-SUPERIOR,KKCB-FM,Country,6.5,6.4,7.9
DULUTH-SUPERIOR,KLDJ-FM,Classic Hits,6.5,5.7,7.9
DULUTH-SUPERIOR,KDKE-FM,Classic Country,5.4,7.0,7.3
DULUTH-SUPERIOR,KDAL-AM,News Talk Information,6.5,4.5,6.1
DULUTH-SUPERIOR,KBMX-FM,Hot Adult Contemporary,5.9,5.7,5.5
DULUTH-SUPERIOR,KDNW-FM,Christian Adult Contemporary,3.2,4.5,5.5
DULUTH-SUPERIOR,KTCO-FM,Country,4.3,3.8,4.9
DULUTH-SUPERIOR,WEBC-AM,All Sports,3.8,3.2,3.7
DULUTH-SUPERIOR,KDAL-FM,Adult Contemporary,4.8,3.2,2.4
DULUTH-SUPERIOR,WWPE-FM,Classic Rock,3.8,3.2,2.4
DULUTH-SUPERIOR,WDSE-FM,Album Adult Alternative,1.6,3.2,1.8
DULUTH-SUPERIOR,KDNI-FM,Religious,*,0.6,1.2
DULUTH-SUPERIOR,KUWS-FM,Classical,1.1,1.3,0.6
DULUTH-SUPERIOR,WDUL-AM,Pop Contemporary Hit Radio,0.5,0.6,0.6
DULUTH-SUPERIOR,WDSM-AM,All Sports,0.5,0.6,*
DULUTH-SUPERIOR,WHSA-FM,News Talk Information,0.5,*,*
DULUTH-SUPERIOR,WHWA-FM,Classical,0.5,*,*
EAU CLAIRE WI,WAXX-FM,Country,13.8,15.7,14.5
EAU CLAIRE WI,WISM-FM,Classic Hits,10.0,11.2,12.9
EAU CLAIRE WI,WMEQ-FM,Classic Rock,8.5,6.7,7.3
EAU CLAIRE WI,WBIZ-FM,Pop Contemporary Hit Radio,6.2,6.7,6.5
EAU CLAIRE WI,WIAL-FM,Hot Adult Contemporary,7.7,7.5,5.6
EAU CLAIRE WI,WATQ-FM,Classic Country,6.2,5.2,4.8
EAU CLAIRE WI,WECL-FM,Mainstream Rock,5.4,5.2,4.8
EAU CLAIRE WI,WAYY-AM,All Sports,2.3,2.2,4.0
EAU CLAIRE WI,WQRB-FM,Country,5.4,3.7,4.0
EAU CLAIRE WI,WCFW-FM+,Adult Hits,1.5,1.5,2.4
EAU CLAIRE WI,WHWC-FM,News Talk Information,3.1,3.0,2.4
EAU CLAIRE WI,WUEC-FM,Classical,1.5,1.5,2.4
EAU CLAIRE WI,WMEQ-AM,News Talk Information,2.3,2.2,1.6
EAU CLAIRE WI,WBIZ-AM,All Sports,0.8,0.7,0.8
EAU CLAIRE WI,WEAQ-AM,Country,1.5,1.5,0.8
EL PASO,KOFX-FM,Classic Hits,12.5,12.7,12.9
EL PASO,KTSM-FM,Soft Adult Contemporary,7.9,7.6,8.9
EL PASO,KLAQ-FM,Active Rock,8.1,7.2,6.7
EL PASO,KPRR-FM,Rhythmic Contemporary Hit Radio,6.4,6.0,6.6
EL PASO,KHEY-FM,Country,5.8,6.4,5.6
EL PASO,KSII-FM,Hot Adult Contemporary,5.5,5.2,5.3
EL PASO,XHTO-FM,Pop Contemporary Hit Radio,5.5,5.8,4.9
EL PASO,KBNA-FM,Mexican Regional,4.9,5.2,4.4
EL PASO,KINT-FM,Spanish Adult Hits,2.6,3.1,3.7
EL PASO,KYSE-FM,Mexican Regional,2.1,2.4,3.0
EL PASO,XHPX-FM,Spanish Contemporary,2.8,2.8,2.6
EL PASO,XHEM-FM,Mexican Regional,3.0,3.1,2.5
EL PASO,KTEP-FM,News Talk Information,2.4,2.0,2.3
EL PASO,KTSM-AM,News Talk Information,1.6,1.9,1.8
EL PASO,KPRR-F2+,Urban Adult Contemporary,0.9,1.1,1.1
EL PASO,KROD-AM,All Sports,0.8,0.7,0.5
EL PASO,KHEY-AM,All Sports,0.5,0.3,0.3
EL PASO,KAMA-AM,Spanish News/Talk,0.1,0.1,0.1
EL PASO,XEJ-AM,Spanish Variety,0.3,0.1,0.1
ERIE,WQHZ-FM,Classic Rock,4.6,7.3,8.8
ERIE,WRKT-FM,Album Oriented Rock,5.5,6.3,8.8
ERIE,WMCE-FM,Classic Hits,7.8,6.8,7.8
ERIE,WXKC-FM,Adult Contemporary,6.4,8.7,7.4
ERIE,WRTS-FM,Hot Adult Contemporary,8.2,6.3,6.9
ERIE,WXBB-FM,Adult Hits,5.0,8.3,6.9
ERIE,WXTA-FM,Country,5.5,2.4,6.0
ERIE,WTWF-FM,New Country,6.4,3.9,5.5
ERIE,WJET-AM,News Talk Information,1.4,2.4,1.8
ERIE,WXKC-FM HD2,Rhythmic Oldies,2.7,1.9,1.8
ERIE,WFNN-AM,All Sports,0.9,0.5,0.9
ERIE,WRIE-AM,All Sports,0.9,1.5,0.5
EUGENE-SPRINGFIELD,KLCC-FM,News Talk Information,9.8,9.3,9.4
EUGENE-SPRINGFIELD,KKNU-FM,Country,9.1,9.3,8.7
EUGENE-SPRINGFIELD,KMGE-FM,Adult Contemporary,6.0,5.9,6.8
EUGENE-SPRINGFIELD,KZEL-FM,Classic Rock,6.0,6.7,6.8
EUGENE-SPRINGFIELD,KDUK-FM,Pop Contemporary Hit Radio,4.5,4.4,5.7
EUGENE-SPRINGFIELD,KEUG-FM,Adult Hits,6.8,5.2,5.7
EUGENE-SPRINGFIELD,KPNW-AM,News Talk Information,4.2,3.3,4.5
EUGENE-SPRINGFIELD,KODZ-FM,Classic Hits,3.4,5.2,3.8
EUGENE-SPRINGFIELD,KNRQ-FM,Alternative,2.3,3.3,3.4
EUGENE-SPRINGFIELD,KEHK-FM,Hot Adult Contemporary,2.3,2.6,2.6
EUGENE-SPRINGFIELD,KFLY-FM,Country,1.9,2.6,2.6
EUGENE-SPRINGFIELD,KUGN-AM,News Talk Information,1.9,1.9,1.9
EUGENE-SPRINGFIELD,KEED-AM,Classic Country,2.6,2.2,1.5
EUGENE-SPRINGFIELD,KHPE-FM,Christian Adult Contemporary,1.5,1.1,1.5
EUGENE-SPRINGFIELD,KEQB-FM,Mexican Regional,1.5,1.5,1.1
EUGENE-SPRINGFIELD,KKNX-AM,Classic Hits,1.1,1.5,0.8
EUGENE-SPRINGFIELD,KLOO-FM,Classic Rock,1.9,1.5,0.8
EUGENE-SPRINGFIELD,KORE-AM,All Sports,0.8,0.7,0.8
EUGENE-SPRINGFIELD,KRKT-FM,Country,0.4,0.4,0.8
EUGENE-SPRINGFIELD,KOPB-AM,News Talk Information,0.8,1.1,0.4
EUGENE-SPRINGFIELD,KUJZ-FM,All Sports,0.4,1.1,0.4
EUGENE-SPRINGFIELD,KLFO-FM,News Talk Information,*,0.4,*
EUGENE-SPRINGFIELD,KOPB-AM Stream,News Talk Information,*,0.4,*
EVANSVILLE,WIKY-FM,Adult Contemporary,13.3,15.1,14.9
EVANSVILLE,WABX-FM,Classic Rock,5.8,5.5,8.8
EVANSVILLE,WKDQ-FM,Country,11.6,9.2,8.8
EVANSVILLE,WSTO-FM,Pop Contemporary Hit Radio,6.2,5.9,6.9
EVANSVILLE,WLYD-FM,Country,3.7,4.2,5.4
EVANSVILLE,WGBF-FM,Active Rock,2.5,4.2,4.2
EVANSVILLE,WDKS-FM,Pop Contemporary Hit Radio,5.0,3.8,3.4
EVANSVILLE,WJLT-FM,Adult Contemporary,3.3,3.4,3.4
EVANSVILLE,WGBF-AM,News Talk Information,2.1,2.5,3.1
EVANSVILLE,WBKR-FM,Country,2.5,2.1,1.9
EVANSVILLE,WSWI-AM,Alternative,*,0.8,0.4
FARGO-MOORHEAD,KFGO-AM,News Talk Information,9.2,7.7,9.1
FARGO-MOORHEAD,KBVB-FM,New Country,5.1,6.2,7.7
FARGO-MOORHEAD,KPFX-FM,Classic Rock,7.1,7.2,6.7
FARGO-MOORHEAD,KVOX-FM,New Country,4.6,5.7,5.7
FARGO-MOORHEAD,KEGK-FM,Classic Hits,4.1,6.2,5.3
FARGO-MOORHEAD,KQWB-FM,Active Rock,3.1,3.6,5.3
FARGO-MOORHEAD,KLTA-FM,Hot Adult Contemporary,7.7,6.2,4.3
FARGO-MOORHEAD,KOYY-FM,Hot Adult Contemporary,5.1,6.2,4.3
FARGO-MOORHEAD,KFNW-FM,Contemporary Christian,3.1,4.1,3.8
FARGO-MOORHEAD,KRWK-FM,Adult Hits,5.6,3.1,3.8
FARGO-MOORHEAD,KLTA-FM HD2,Rhythmic Contemporary Hit Radio,2.0,2.6,2.4
FARGO-MOORHEAD,KNFL-AM,All Sports,4.1,3.1,2.4
FARGO-MOORHEAD,KBVB-FM HD2,Album Adult Alternative,1.5,0.5,1.0
FARGO-MOORHEAD,KDSU-FM,Variety,1.0,2.1,0.5
FARGO-MOORHEAD,KQWB-AM,All Sports,0.5,1.0,0.5
FAYATTEVILLE NW ARKANSAS,KKIX-FM,Country,9.7,6.9,8.0
FAYATTEVILLE NW ARKANSAS,KIGL-FM,Classic Rock,5.7,6.9,7.1
FAYATTEVILLE NW ARKANSAS,KLRC-FM,Contemporary Christian,7.4,7.9,7.1
FAYATTEVILLE NW ARKANSAS,KEZA-FM,Adult Contemporary,6.3,6.6,6.5
FAYATTEVILLE NW ARKANSAS,KMCK-FM,Pop Contemporary Hit Radio,4.0,5.4,5.4
FAYATTEVILLE NW ARKANSAS,KAMO-FM,Classic Country,3.4,2.4,4.8
FAYATTEVILLE NW ARKANSAS,KUAF-FM,News Talk Information,5.4,6.0,4.2
FAYATTEVILLE NW ARKANSAS,KMXF-FM,Pop Contemporary Hit Radio,5.2,5.4,3.6
FAYATTEVILLE NW ARKANSAS,KKEG-FM,Mainstream Rock,2.3,2.4,3.0
FAYATTEVILLE NW ARKANSAS,KFAY-AM,News Talk Information,2.3,2.4,1.2
FAYATTEVILLE NW ARKANSAS,KQSM-FM,All Sports,1.4,1.5,1.2
FAYATTEVILLE NC,WZFX-FM,Urban Contemporary,13.2,10.9,14.9
FAYATTEVILLE NC,WMGU-FM,Urban Adult Contemporary,7.4,7.2,8.1
FAYATTEVILLE NC,WKML-FM,Country,11.5,7.8,7.3
FAYATTEVILLE NC,WUKS-FM,Rhythmic AC,4.3,5.4,6.6
FAYATTEVILLE NC,WQSM-FM,Pop Contemporary Hit Radio,5.3,5.4,5.3
FAYATTEVILLE NC,WFLB-FM,Classic Hits,3.3,4.7,4.1
FAYATTEVILLE NC,WRCQ-FM,Mainstream Rock,2.8,3.6,3.3
FAYATTEVILLE NC,WFNC-AM,News Talk Information,2.0,1.6,2.8
FAYATTEVILLE NC,WUNC-FM,News Talk Information,0.3,0.8,0.5
FAYATTEVILLE NC,WFSS-FM,News Talk Information,0.5,1.8,0.3
FLINT,WDZZ-FM,Urban Adult Contemporary,9.8,10.0,10.6
FLINT,WRSR-FM,Classic Rock,6.5,8.1,7.9
FLINT,WCRZ-FM,Adult Contemporary,7.0,7.5,5.3
FLINT,WFBE-FM,Country,3.7,3.4,4.1
FLINT,WWCK-FM,Pop Contemporary Hit Radio,3.7,4.7,3.8
FLINT,WIOG-FM,Pop Contemporary Hit Radio,3.1,3.4,3.5
FLINT,WWBN-FM,Active Rock,3.9,3.4,3.5
FLINT,WRCL-FM,Rhythmic Contemporary Hit Radio,2.2,2.5,2.9
FLINT,WUOM-FM,News Talk Information,1.4,1.9,2.9
FLINT,WHNN-FM,Adult Contemporary,2.8,3.1,1.8
FLINT,WTAC-FM,Contemporary Christian,2.2,1.3,1.2
FLINT,WWCK-AM,Classic Hits,1.4,0.9,1.2
FLINT,WQUS-FM,Classic Rock,0.3,0.3,0.9
FLINT,WILZ-FM,Classic Rock,0.8,0.3,0.6
FLINT,WLCO-AM,New AC (NAC)/Smooth Jazz,*,*,0.3
FLINT,WTRX-AM,All Sports,0.3,0.3,0.3
FLINT,WFNT-AM,News Talk Information,0.6,*,*
FLINT,WKQZ-FM,Active Rock,0.3,*,*
FLORENCE SC,WYNN-FM,Urban Contemporary,10.1,10.2,12.6
FLORENCE SC,WEGX-FM,Country,5.9,5.4,6.3
FLORENCE SC,WBZF-FM,Gospel,8.5,7.5,5.7
FLORENCE SC,WZTF-FM,Urban Adult Contemporary,5.9,5.4,5.2
FLORENCE SC,WJMX-FM,Pop Contemporary Hit Radio,2.7,3.2,4.6
FLORENCE SC,WDAR-FM,Urban Contemporary,3.7,3.8,4.0
FLORENCE SC,WFRK-FM,News Talk Information,3.7,4.3,4.0
FLORENCE SC,WMXT-FM,Classic Hits,4.3,4.8,4.0
FLORENCE SC,WPDT-FM,Gospel,5.3,4.3,4.0
FLORENCE SC,WWKT-FM,Country,3.7,3.8,2.9
FLORENCE SC,WCMG-FM,Urban Adult Contemporary,2.1,2.2,2.3
FLORENCE SC,WWBD-FM,Classic Rock,1.6,2.2,1.7
FLORENCE SC,WWRK-AM,Classic Rock,0.5,1.1,1.1
FLORENCE SC,WOLH-AM,All Sports,0.5,0.5,0.6
FLORENCE SC,WQPD-FM,Hot Adult Contemporary,1.1,1.1,0.6
FLORENCE SC,WRJA-FM,News Talk Information,0.5,0.5,0.6
FLORENCE SC,WSIM-FM,Adult Hits,1.1,1.1,0.6
FLORENCE SC,WSIM-FM HD3,Hot Adult Contemporary,*,0.5,0.6
FLORENCE SC,WWFN-FM,All Sports,*,0.5,0.6
FLORENCE SC,WJMX-AM,News Talk Information,0.5,*,*
FLORENCE SC,WLJI-FM,Gospel,0.5,0.5,*
FLORENCE SC,WSIM-FM HD2,Urban Oldies,0.5,0.5,*
FREDERICK MD,WFRE-FM,Country,12.9,10.9,10.9
FREDERICK MD,WAFY-FM,Hot Adult Contemporary,9.1,6.8,5.9
FREDERICK MD,WWEG-FM,Classic Hits,7.7,6.3,5.9
FREDERICK MD,WASH-FM,Adult Contemporary,1.4,5.4,4.5
FREDERICK MD,WKYS-FM,Urban Contemporary,0.5,0.5,3.2
FREDERICK MD,WWDC-FM,Alternative,3.3,5.0,2.7
FREDERICK MD,WFMD-AM,News Talk Information,1.9,1.8,1.8
FREDERICK MD,WBIG-FM,Classic Rock,1.4,*,1.4
FREDERICK MD,WERQ-FM,Urban Contemporary,0.5,0.5,1.4
FREDERICK MD,WMZQ-FM,Country,*,1.4,1.4
FREDERICK MD,WWEG-FM HD3,Country,0.5,0.5,0.9
FREDERICK MD,WAYZ-FM,Country,0.5,1.4,0.5
FREDERICK MD,WIHT-FM,Pop Contemporary Hit Radio,1.4,2.7,*
FREDERICK MD,WMMJ-FM,Urban Adult Contemporary,0.5,*,*
FREDERICKSBURG,WBQB-FM,Hot Adult Contemporary,8.9,7.9,8.0
FREDERICKSBURG,WFLS-FM,Country,9.5,6.6,7.7
FREDERICKSBURG,WGRQ-FM,Classic Hits,5.5,5.0,4.8
FREDERICKSBURG,WVBX-FM,Pop Contemporary Hit Radio,2.1,1.3,2.9
FREDERICKSBURG,WGRX-FM,Country,2.5,3.2,2.6
FREDERICKSBURG,WWDC-FM,Alternative,3.1,1.3,2.2
FREDERICKSBURG,WWUZ-FM,Classic Rock,1.8,3.2,1.6
FREDERICKSBURG,WASH-FM,Adult Contemporary,1.2,*,1.3
FREDERICKSBURG,WIHT-FM,Pop Contemporary Hit Radio,*,*,0.6
FREDERICKSBURG,WQIQ-FM,News Talk Information,0.9,0.9,0.6
FREDERICKSBURG,WBIG-FM,Classic Rock,*,*,0.3
FREDERICKSBURG,WFVA-AM,News Talk Information,*,0.3,0.3
FREDERICKSBURG,WMZQ-FM,Country,*,*,0.3
FREDERICKSBURG,WNTX-AM,News Talk Information,*,0.3,0.3
FREDERICKSBURG,WVTW-FM,News Talk Information,*,0.6,0.3
FREDERICKSBURG,WBQB-FM Stream,Hot Adult Contemporary,0.3,*,*
FREDERICKSBURG,WRIQ-FM,News Talk Information,*,*,*
FREDERICKSBURG,WVTF-FM,News Talk Information,0.3,*,*
FRESNO,KBOS-FM,Rhythmic Contemporary Hit Radio,6.1,6.9,7.7
FRESNO,KMGV-FM,Oldies,4.2,4.8,6.0
FRESNO,KLBN-FM,Mexican Regional,4.8,4.9,5.2
FRESNO,KSKS-FM,Country,3.9,3.7,4.5
FRESNO,KSOF-FM,Adult Contemporary,5.1,4.6,4.1
FRESNO,KWYE-FM,Hot Adult Contemporary,5.6,4.5,4.1
FRESNO,KSEQ-FM,Pop Contemporary Hit Radio,4.6,5.0,4.0
FRESNO,KMJ-AM,News Talk Information,4.1,3.7,3.9
FRESNO,KHIT-FM,Spanish Adult Hits,2.3,3.6,3.5
FRESNO,KRDA-FM,Spanish Adult Hits,2.0,1.8,3.2
FRESNO,KFSO-FM,Mexican Regional,2.5,2.8,2.7
FRESNO,KHGE-FM,Country,2.0,2.1,2.7
FRESNO,KOND-FM,Mexican Regional,1.6,2.2,2.5
FRESNO,KFBT-FM,Rhythmic AC,2.3,2.2,2.4
FRESNO,KALZ-FM,News Talk Information,2.0,1.9,2.0
FRESNO,KKBZ-FM,Mainstream Rock,1.3,1.7,1.9
FRESNO,KVPR-FM,News Talk Information,3.0,2.3,1.6
FRESNO,KLLE-FM,Mexican Regional,0.6,0.6,0.8
FRESNO,KCBL-AM,All Sports,0.5,0.8,0.4
FRESNO,KUFW-FM,Mexican Regional,0.4,0.3,0.1
FT. COLLINS-GREELEY CO,KUNC-FM,News Talk Information,6.1,5.9,5.6
FT. COLLINS-GREELEY CO,KTRR-FM,Classic Hits,5.1,4.5,4.2
FT. COLLINS-GREELEY CO,KSME-FM,Pop Contemporary Hit Radio,2.9,4.3,3.9
FT. COLLINS-GREELEY CO,KUAD-FM,New Country,3.9,4.5,3.9
FT. COLLINS-GREELEY CO,KJAC-FM,Album Adult Alternative,2.7,3.3,3.4
FT. COLLINS-GREELEY CO,KXBG-FM,Country,3.4,1.9,2.2
FT. COLLINS-GREELEY CO,KKPL-FM,Hot Adult Contemporary,1.9,1.9,2.0
FT. COLLINS-GREELEY CO,KRFC-FM,Variety,*,1.7,1.7
FT. COLLINS-GREELEY CO,KVOD-FM,Classical,1.7,1.4,1.7
FT. COLLINS-GREELEY CO,KPAW-FM,Classic Rock,1.7,1.4,1.5
FT. COLLINS-GREELEY CO,KCFR-FM,News Talk Information,1.7,1.9,1.2
FT. COLLINS-GREELEY CO,KMAX-FM,Alternative,0.7,1.0,1.0
FT. COLLINS-GREELEY CO,KCOL-AM,News Talk Information,1.7,1.4,0.7
FT. COLLINS-GREELEY CO,KARS-FM,Rhythmic Contemporary Hit Radio,0.2,0.5,0.5
FT. COLLINS-GREELEY CO,KIIX-AM,Classic Country,0.2,0.2,0.2
FT. COLLINS-GREELEY CO,KSME-FM HD2,Album Adult Alternative,0.5,0.2,0.2
FT. COLLINS-GREELEY CO,KXBG-FM HD2,Adult Contemporary,0.2,0.2,0.2
FT. COLLINS-GREELEY CO,KVOQ-FM,Alternative,*,*,*
FT MYERS-NAPLES,WFSX-FM,News Talk Information,7.2,6.6,7.3
FT MYERS-NAPLES,WAVV-FM,Soft Adult Contemporary,6.4,6.2,5.6
FT MYERS-NAPLES,WWGR-FM,Country,5.6,4.8,4.7
FT MYERS-NAPLES,WARO-FM,Classic Rock,4.6,5.1,4.6
FT MYERS-NAPLES,WTLQ-FM,Spanish Contemporary,3.4,4.3,4.5
FT MYERS-NAPLES,WINK-FM,Adult Contemporary,2.6,3.3,4.0
FT MYERS-NAPLES,WJGO-FM,Adult Hits,3.5,3.5,3.9
FT MYERS-NAPLES,WJPT-FM,Adult Contemporary,5.6,6.1,3.6
FT MYERS-NAPLES,WBTT-FM,Rhythmic Contemporary Hit Radio,3.3,2.6,3.2
FT MYERS-NAPLES,WGCU-FM,News Talk Information,3.0,3.0,3.0
FT MYERS-NAPLES,WCKT-FM,Country,2.2,3.1,2.6
